op_id,h1,h2,h3,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped
0,model,embed_tokens,,embedding,"[[V, d_model], [B, T]]","[V, d_model]",0,"[[B, T, d_model]]",[],,other,,2,model.embed_tokens,aten.embedding.default,[model.embed_tokens.weight],prefill,False
1,model,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[],,other,,1,model,aten.unsqueeze.default,[],prefill,True
2,model,,,expand,"[[B, 1, T]]",,,"[[4, B, T]]",[1],,other,,1,model,aten.expand.default,[],prefill,True
3,model,,,select,"[[4, B, T]]",,,"[[B, T]]",[2],,other,,1,model,aten.select.int,[],prefill,True
4,model,,,slice,"[[4, B, T]]",,,"[[3, B, T]]",[2],,other,,1,model,aten.slice.Tensor,[],prefill,True
5,model,,,arange,[],,,[[B]],[],,other,,1,model,aten.arange.default,[],prefill,True
6,model,,,arange,[],,,[[B]],[],,other,,1,model,aten.arange.default,[],prefill,True
7,model,,,arange,[],,,[[T]],[],,other,,1,model,aten.arange.default,[],prefill,True
8,model,,,elementwise_add,[[T]],,,[[T]],[7],,other,,1,model,aten.add.Tensor,[],prefill,False
9,model,,,arange,[],,,[[T]],[],,other,,1,model,aten.arange.default,[],prefill,True
10,model,,,elementwise_add,[[T]],,,[[T]],[9],,other,,1,model,aten.add.Tensor,[],prefill,False
11,model,,,unsqueeze,[[B]],,,"[[B, 1]]",[5],,other,,1,model,aten.unsqueeze.default,[],prefill,True
12,model,,,unsqueeze,"[[B, 1]]",,,"[[B, 1, 1]]",[11],,other,,1,model,aten.unsqueeze.default,[],prefill,True
13,model,,,unsqueeze,"[[B, 1, 1]]",,,"[[B, 1, 1, 1]]",[12],,other,,1,model,aten.unsqueeze.default,[],prefill,True
14,model,,,unsqueeze,[[B]],,,"[[B, 1]]",[6],,other,,1,model,aten.unsqueeze.default,[],prefill,True
15,model,,,unsqueeze,"[[B, 1]]",,,"[[B, 1, 1]]",[14],,other,,1,model,aten.unsqueeze.default,[],prefill,True
16,model,,,unsqueeze,"[[B, 1, 1]]",,,"[[B, 1, 1, 1]]",[15],,other,,1,model,aten.unsqueeze.default,[],prefill,True
17,model,,,unsqueeze,[[T]],,,"[[B, T]]",[8],,other,,1,model,aten.unsqueeze.default,[],prefill,True
18,model,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[17],,other,,1,model,aten.unsqueeze.default,[],prefill,True
19,model,,,unsqueeze,"[[B, 1, T]]",,,"[[B, 1, T, 1]]",[18],,other,,1,model,aten.unsqueeze.default,[],prefill,True
20,model,,,unsqueeze,[[T]],,,"[[B, T]]",[10],,other,,1,model,aten.unsqueeze.default,[],prefill,True
21,model,,,unsqueeze,"[[B, T]]",,,"[[B, 1, T]]",[20],,other,,1,model,aten.unsqueeze.default,[],prefill,True
22,model,,,unsqueeze,"[[B, 1, T]]",,,"[[B, 1, 1, T]]",[21],,other,,1,model,aten.unsqueeze.default,[],prefill,True
23,model,,,le,"[[B, 1, 1, T], [B, 1, T, 1]]",,,"[[B, 1, T, T]]","[19, 22]",,other,,1,model,aten.le.Tensor,[],prefill,True
24,model,,,expand,"[[B, 1, T, T]]",,,"[[B, 1, T, T]]",[23],,other,,1,model,aten.expand.default,[],prefill,True
25,model,,,scalar_tensor,[],,,[[]],[],,other,,1,model,aten.scalar_tensor.default,[],prefill,True
26,model,,,where,"[[B, 1, T, T], [], []]",,,"[[B, 1, T, T]]","[24, 25]",,other,,1,model,aten.where.self,[],prefill,True
27,model,rotary_emb,,unsqueeze,[[d_rope/2]],,,"[[B, d_rope/2]]",[],,other,,2,model.rotary_emb,aten.unsqueeze.default,[model.rotary_emb.inv_freq],prefill,True
28,model,rotary_emb,,unsqueeze,"[[B, d_rope/2]]",,,"[[B, 1, d_rope/2]]",[27],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
29,model,rotary_emb,,unsqueeze,"[[B, 1, d_rope/2]]",,,"[[B, 1, d_rope/2, 1]]",[28],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
30,model,rotary_emb,,expand,"[[B, 1, d_rope/2, 1]]",,,"[[3, B, d_rope/2, 1]]",[29],,other,,2,model.rotary_emb,aten.expand.default,[],prefill,True
31,model,rotary_emb,,unsqueeze,"[[3, B, T]]",,,"[[3, B, 1, T]]",[4],,other,,2,model.rotary_emb,aten.unsqueeze.default,[],prefill,True
